TrainSizeFrac,AbsTrainSize,TrainScore,CV-Score,Algorithm
0.1,176,0.9977272727272727,0.8743607287080819,knn
0.2,353,0.9946175637393766,0.9302845486638092,knn
0.3,530,0.9932075471698113,0.9455547824184517,knn
0.4,707,0.9926449787835926,0.956748457810822,knn
0.5,884,0.9926470588235293,0.9643834958048156,knn
0.55,972,0.9924897119341564,0.9684418981228264,knn
0.6,1060,0.9927358490566036,0.9725210205957124,knn
0.65,1149,0.9926022628372497,0.9730286348089103,knn
0.7,1237,0.9924009700889247,0.9755667320351874,knn
0.75,1326,0.9925339366515837,0.9760743462483854,knn
0.8,1414,0.9929985855728429,0.9770947809744038,knn
0.85,1502,0.9928095872170439,0.9781152157004225,knn
0.9,1591,0.9928975487115022,0.9791278804186708,knn
0.95,1679,0.9929124478856461,0.9791278804186708,knn
1.0,1768,0.9929864253393665,0.9811557735633153,knn
0.1,176,0.9778409090909091,0.9542257170756082,rr
0.2,353,0.9730878186968839,0.9603301951452785,rr
0.3,530,0.9711320754716981,0.9633965997744097,rr
0.4,707,0.9693069306930694,0.9644144180692404,rr
0.5,884,0.9703619909502261,0.9644144446319937,rr
0.55,972,0.9704732510288064,0.9633992162055977,rr
0.6,1060,0.9725471698113207,0.9649298284504957,rr
0.65,1149,0.9722367275892081,0.9654400590948814,rr
0.7,1237,0.9721099434114795,0.96645272381313,rr
0.75,1326,0.9721719457013573,0.9664501601049824,rr
0.8,1414,0.9717114568599717,0.9669655177631972,rr
0.85,1502,0.9722370173102529,0.9669707240628199,rr
0.9,1591,0.9716530483972345,0.9669655704862375,rr
0.95,1679,0.9724240619416321,0.9674861082837879,rr
1.0,1768,0.9729072398190043,0.9710395128197884,rr
0.1,176,0.9886363636363635,0.9110543589840182,svr
0.2,353,0.9852691218130311,0.9537362053787,svr
0.3,530,0.9835849056603774,0.9593407873248336,svr
0.4,707,0.9844413012729847,0.9694958715444575,svr
0.5,884,0.9839366515837102,0.9745799676111495,svr
0.55,972,0.9838477366255145,0.9761054001191782,svr
0.6,1060,0.9839622641509435,0.9771258348451968,svr
0.65,1149,0.9845082680591819,0.979656214786744,svr
0.7,1237,0.9850444624090541,0.9791511642816936,svr
0.75,1326,0.9846907993966818,0.9791511642816936,svr
0.8,1414,0.9844413012729845,0.981176519878478,svr
0.85,1502,0.9843541944074568,0.98066890566528,svr
0.9,1591,0.9848522941546196,0.9801587015836473,svr
0.95,1679,0.9851101846337105,0.9801587015836473,svr
1.0,1768,0.9848416289592761,0.9801587015836473,svr
